Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type,total_transaction_amount,interaction_count
11:00:55,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1951.14,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group,13171413.12,1666
11:01:32,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7488.6,Naira,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:01:47,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,261.89,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:02:12,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,8164.87,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:03:09,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1568.94,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:04:08,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10140.98,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
11:04:45,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6749.11,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group,13171413.12,1666
11:06:09,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5479.68,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
11:09:20,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1737.71,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:09:45,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7204.84,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
11:10:53,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6906.88,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:11:38,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,12104.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:13:00,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,22304.23,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:15:13,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,26492.0,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:16:09,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10802.03,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:19:34,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5449.2,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:21:04,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,21019.22,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
11:21:50,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,13131.39,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
11:23:12,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1021.47,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:24:06,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5601.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:24:15,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,20038.85,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
11:25:13,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5959.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:26:28,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,778.03,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:27:18,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2028.31,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:28:18,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,473.48,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:28:22,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,146.49,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:30:05,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,21063.21,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
11:33:48,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7904.57,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:34:56,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,9353.47,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical,13171413.12,1666
11:35:26,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,19854.25,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:35:31,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1159.66,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:35:44,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,18735.71,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:36:22,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,3855.62,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group,13171413.12,1666
11:36:42,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,8498.99,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:39:42,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,618.05,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:40:55,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6114.47,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
11:41:30,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1802.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:41:45,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1430.95,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:41:57,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,13751.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:42:09,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6836.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical,13171413.12,1666
11:44:33,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,925.01,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:44:44,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,94.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:46:27,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,965.03,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:49:37,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,14972.63,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:51:03,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,15746.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
11:53:23,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10852.77,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:53:44,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,24361.84,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
11:54:17,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,8347.51,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
11:54:22,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7188.55,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
11:55:24,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,8413.02,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
11:58:28,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6798.66,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
12:04:57,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10598.55,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
12:06:55,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,825.57,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:07:05,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6674.52,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
12:10:39,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4489.32,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
12:15:05,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1159.62,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:15:55,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5693.56,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
12:18:09,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2683.59,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:20:24,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7962.56,UK pounds,Dirham,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
12:23:01,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1103.68,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:23:16,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2820.69,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:23:38,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,9838.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
12:24:50,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7834.32,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
12:25:25,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,9968.04,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group,13171413.12,1666
12:25:40,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,12159.31,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:26:50,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6119.4,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
12:28:52,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6074.61,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:29:26,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5478.75,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:29:56,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2138.85,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:30:34,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,11775.29,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:30:55,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,326.45,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:32:56,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,9289.7,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
12:34:33,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6141.15,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
12:35:02,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,7883.86,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
12:35:31,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,431.7,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:37:41,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2873.47,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group,13171413.12,1666
12:37:47,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,15648.6,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
12:38:43,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10980.35,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
12:39:57,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4428.18,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:42:18,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,273.71,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:43:55,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6282.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:44:12,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6996.39,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
12:45:12,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,12066.3,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
12:47:03,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,4258.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:48:09,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,5601.29,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In,13171413.12,1666
12:48:19,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,3434.86,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:50:41,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1181.17,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:51:20,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,24300.77,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Mutual,13171413.12,1666
12:52:58,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6046.88,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:54:12,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,2390.11,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:56:03,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,6007.77,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical,13171413.12,1666
12:56:50,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,14252.36,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group,13171413.12,1666
12:57:36,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1800.44,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:58:17,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,1348.15,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
12:58:33,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,10820.86,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
12:58:58,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,8007.49,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out,13171413.12,1666
12:59:53,2022-07-10,<seal.Ciphertext object at 0x0000026915BAE2B0>,<seal.Ciphertext object at 0x0000026915BB24B0>,973.53,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out,13171413.12,1666
